date,price(KRW),change,interPrice(USD),currency(USD-KRW)
2019-03-26,48028.83,18.95,1316.89,1134.5
2019-03-25,48047.78,210.11,1317.41,1134.5
2019-03-22,47837.67,18.61,1311.65,1134.5
2019-03-21,47819.06,488.08,1318.11,1128.5
2019-03-20,47330.98,130.91,1302.35,1130.5
2019-03-19,47461.89,32.45,1305.95,1130.5
2019-03-18,47494.34,110.12,1303.96,1133.0
2019-03-15,47604.46,118.37,1302.96,1136.5
2019-03-14,47486.09,122.16,1302.01,1134.5
2019-03-13,47608.25,544.09,1306.51,1133.5
2019-03-12,47064.16,195.06,1295.58,1130.0
2019-03-11,47259.22,47.83,1296.36,1134.0
2019-03-08,47307.05,612.29,1294.25,1137.0
2019-03-07,46694.76,54.45,1286.55,1129.0
2019-03-06,46749.21,213.95,1287.48,1129.5
2019-03-05,46535.26,101.8,1285.0,1126.5
2019-03-04,46637.06,1185.66,1287.24,1127.0
2019-02-28,47822.72,100.91,1323.49,1124.0
2019-02-27,47721.81,86.74,1327.19,1118.5
2019-02-26,47635.07,201.47,1325.37,1118.0
2019-02-25,47836.54,110.57,1328.6,1120.0
2019-02-22,47947.11,409.64,1326.34,1124.5
2019-02-21,48356.75,108.23,1335.89,1126.0
2019-02-20,48464.98,298.36,1341.86,1123.5
2019-02-19,48166.62,258.83,1328.28,1128.0
2019-02-18,47907.79,120.31,1322.9,1126.5
2019-02-15,47787.48,434.15,1314.91,1130.5
2019-02-14,47353.33,20.88,1305.85,1128.0
2019-02-13,47374.21,92.63,1312.83,1122.5
2019-02-12,47466.84,90.83,1311.89,1125.5
2019-02-11,47376.01,62.5,1309.38,1125.5
2019-02-08,47313.51,89.07,1309.98,1123.5
2019-02-07,47224.44,243.48,1304.61,1126.0
2019-02-01,47467.92,156.5,1318.95,1119.5
2019-01-31,47311.42,84.3,1320.5,1114.5
2019-01-30,47227.12,159.41,1314.02,1118.0
2019-01-29,47067.71,275.72,1309.0,1118.5
2019-01-28,46791.99,484.47,1300.75,1119.0
2019-01-25,46307.52,150.74,1283.84,1122.0
2019-01-24,46458.26,179.24,1278.9,1130.0
2019-01-23,46637.5,108.55,1286.11,1128.0
2019-01-22,46746.05,262.94,1284.55,1132.0
2019-01-21,46483.11,1.46,1279.02,1130.5
2019-01-18,46484.57,250.0,1288.75,1122.0
2019-01-17,46734.57,201.07,1293.95,1123.5
2019-01-16,46533.5,78.95,1290.68,1121.5
2019-01-15,46454.55,261.35,1288.49,1121.5
2019-01-14,46715.9,329.14,1294.01,1123.0
2019-01-11,46386.76,215.56,1292.95,1116.0
2019-01-10,46602.32,362.75,1294.9,1119.5
2019-01-09,46239.57,211.65,1283.1,1121.0
2019-01-08,46451.22,3.55,1283.25,1126.0
2019-01-07,46454.77,244.96,1290.8,1119.5
2019-01-04,46699.73,71.55,1292.41,1124.0
2019-01-03,46771.28,353.36,1289.8,1128.0
2019-01-02,46417.92,545.85,1288.05,1121.0
2018-12-31,45872.07,15.85,1280.9,1114.0
2018-12-28,45856.22,20.32,1277.59,1116.5
2018-12-27,45835.9,217.16,1271.9,1121.0
2018-12-26,46053.06,329.4,1272.25,1126.0
2018-12-24,45723.66,234.83,1263.71,1125.5
2018-12-21,45488.83,230.45,1259.46,1123.5
2018-12-20,45258.38,79.64,1249.74,1126.5
2018-12-19,45338.02,2.71,1250.83,1127.5
2018-12-18,45335.31,276.28,1248.54,1129.5
2018-12-17,45059.03,117.49,1238.19,1132.0
2018-12-14,45176.52,132.31,1238.14,1135.0
2018-12-13,45044.21,130.26,1246.04,1124.5
2018-12-12,45174.47,261.52,1244.11,1129.5
2018-12-11,45435.99,219.59,1248.55,1132.0
2018-12-10,45216.4,521.35,1246.37,1128.5
2018-12-07,44695.05,147.44,1240.24,1121.0
2018-12-06,44547.61,310.93,1236.7,1120.5
2018-12-05,44236.68,151.07,1235.79,1113.5
2018-12-04,44085.61,110.59,1238.8,1107.0
2018-12-03,43975.02,188.47,1231.8,1110.5
2018-11-30,44163.49,17.59,1224.4,1122.0
2018-11-29,44181.08,167.99,1225.98,1121.0
2018-11-28,44013.09,333.11,1213.74,1128.0
2018-11-27,44346.2,110.42,1221.3,1129.5
2018-11-26,44456.62,54.64,1225.97,1128.0
2018-11-23,44511.26,123.99,1222.06,1133.0
2018-11-22,44635.25,119.66,1227.63,1131.0
2018-11-21,44515.59,121.07,1224.34,1131.0
2018-11-20,44394.52,184.24,1224.8,1127.5
2018-11-19,44210.28,5.6,1220.8,1126.5
2018-11-16,44204.68,137.01,1215.79,1131.0
2018-11-15,44067.67,211.25,1213.63,1129.5
2018-11-14,43856.42,32.76,1200.9,1136.0
2018-11-13,43823.66,318.39,1202.12,1134.0
2018-11-12,44142.05,193.65,1207.13,1137.5
2018-11-09,44335.7,472.12,1221.01,1129.5
2018-11-08,43863.58,553.93,1223.17,1115.5
2018-11-07,44417.51,180.61,1231.44,1122.0
2018-11-06,44598.12,63.22,1233.7,1124.5
2018-11-05,44534.9,191.0,1232.5,1124.0
2018-11-02,44343.9,275.13,1233.8,1118.0
2018-11-01,44619.03,28.57,1226.1,1132.0
2018-10-31,44590.46,203.82,1217.25,1139.5
2018-10-30,44794.28,387.6,1223.89,1138.5
2018-10-29,45181.88,234.64,1229.62,1143.0
2018-10-26,45416.52,271.92,1237.63,1141.5
2018-10-25,45144.6,279.48,1233.46,1138.5
2018-10-24,44865.12,298.57,1230.69,1134.0
2018-10-23,45163.69,668.11,1235.61,1137.0
2018-10-22,44495.58,177.36,1223.79,1131.0
2018-10-19,44672.94,54.08,1226.5,1133.0
2018-10-18,44618.86,190.73,1223.39,1134.5
2018-10-17,44428.13,15.56,1227.36,1126.0
2018-10-16,44443.69,380.57,1228.88,1125.0
2018-10-15,44824.26,432.7,1230.11,1133.5
2018-10-12,44391.56,343.37,1217.7,1134.0
2018-10-11,44048.19,623.37,1198.24,1143.5
2018-10-10,43424.82,253.93,1186.99,1138.0
2018-10-08,43678.75,105.27,1194.46,1137.5
2018-10-05,43573.48,39.01,1199.49,1130.0
2018-10-04,43612.49,588.5,1199.5,1131.0
2018-10-02,43023.99,656.67,1193.34,1121.5
2018-10-01,42367.32,174.75,1186.23,1111.0
2018-09-28,42192.57,581.73,1183.47,1109.0
2018-09-27,42774.3,612.78,1196.55,1112.0
2018-09-21,43387.08,51.07,1208.8,1116.5
2018-09-20,43336.01,78.69,1201.46,1122.0
2018-09-19,43414.7,72.43,1203.1,1122.5
2018-09-18,43342.27,24.35,1198.96,1124.5
2018-09-17,43366.62,13.01,1196.97,1127.0
2018-09-14,43379.63,143.17,1206.97,1118.0
2018-09-13,43522.8,148.23,1206.1,1122.5
2018-09-12,43374.57,42.0,1195.6,1128.5
2018-09-11,43332.57,7.24,1194.97,1128.0
2018-09-10,43339.81,16.86,1194.64,1128.5
2018-09-07,43356.67,35.67,1200.96,1123.0
2018-09-06,43321.0,166.03,1202.65,1120.5
2018-09-05,43154.97,233.03,1194.31,1124.0
2018-09-04,42921.94,68.99,1195.84,1116.5
2018-09-03,42990.93,304.17,1203.15,1111.5
2018-08-31,43295.1,356.73,1206.78,1116.0
2018-08-30,42938.37,34.67,1202.76,1110.5
2018-08-29,42973.04,257.46,1202.65,1111.5
2018-08-28,43230.5,99.2,1213.13,1108.5
2018-08-27,43131.3,298.55,1204.37,1114.0
2018-08-24,42832.75,66.92,1190.69,1119.0
2018-08-23,42899.67,168.61,1189.36,1122.0
2018-08-22,43068.28,118.28,1196.7,1119.5
2018-08-21,42950.0,67.36,1195.55,1117.5
2018-08-20,42882.64,306.37,1188.36,1122.5
2018-08-17,42576.27,335.48,1177.77,1124.5
2018-08-16,42911.75,461.28,1180.75,1130.5
2018-08-14,43373.03,555.64,1194.5,1129.5
2018-08-13,43928.67,26.25,1205.0,1134.0
2018-08-10,43902.42,296.24,1209.08,1129.5
2018-08-09,43606.18,69.68,1212.73,1118.5
2018-08-08,43675.86,140.7,1212.5,1120.5
2018-08-07,43816.56,33.58,1214.24,1122.5
2018-08-06,43850.14,65.8,1212.47,1125.0
2018-08-03,43784.34,414.09,1207.43,1128.0
2018-08-02,44198.43,159.02,1217.77,1129.0
2018-08-01,44039.41,143.81,1223.14,1120.0
2018-07-31,43895.6,103.15,1219.14,1120.0
2018-07-30,43998.75,163.5,1222.01,1120.0
2018-07-27,43835.25,409.71,1219.1,1118.5
2018-07-26,44244.96,226.18,1228.3,1120.5
2018-07-25,44471.14,187.71,1228.55,1126.0
2018-07-24,44658.85,151.74,1223.95,1135.0
2018-07-23,44810.59,170.11,1228.65,1134.5
2018-07-20,44640.48,67.41,1222.91,1135.5
2018-07-19,44573.07,70.87,1218.38,1138.0
2018-07-18,44502.2,530.29,1221.81,1133.0
2018-07-17,45032.49,102.32,1244.61,1125.5
2018-07-16,45134.81,104.08,1244.12,1128.5
2018-07-13,45238.89,102.88,1240.94,1134.0
2018-07-12,45136.01,95.88,1245.81,1127.0
2018-07-11,45231.89,266.97,1251.23,1124.5
2018-07-10,44964.92,133.8,1252.76,1116.5
2018-07-09,45098.72,41.47,1261.57,1112.0
2018-07-06,45057.25,58.04,1255.33,1116.5
2018-07-05,45115.29,15.98,1253.58,1119.5
2018-07-04,45131.27,503.06,1256.83,1117.0
2018-07-03,44628.21,315.46,1245.05,1115.0
2018-07-02,44943.67,121.93,1248.81,1119.5
2018-06-29,44821.74,379.19,1251.01,1114.5
2018-06-28,45200.93,52.56,1249.82,1125.0
2018-06-27,45253.49,52.66,1256.86,1120.0
2018-06-26,45200.83,436.94,1259.33,1116.5
2018-06-25,45637.77,408.21,1269.8,1118.0
2018-06-22,45229.56,11.34,1269.8,1108.0
2018-06-21,45240.9,42.93,1262.71,1114.5
2018-06-20,45283.83,637.9,1272.47,1107.0
2018-06-19,45921.73,416.33,1279.99,1116.0
2018-06-18,45505.4,315.03,1281.59,1104.5
2018-06-15,45820.43,472.99,1299.88,1096.5
2018-06-14,45347.44,428.43,1303.1,1082.5
2018-06-12,44919.01,75.96,1297.98,1076.5
2018-06-11,44843.05,136.65,1296.39,1076.0
2018-06-08,44979.7,326.46,1298.53,1077.5
2018-06-07,44653.24,141.41,1298.14,1070.0
2018-06-05,44511.83,17.81,1292.82,1071.0
2018-06-04,44494.02,406.11,1293.51,1070.0
2018-06-01,44900.13,301.96,1299.85,1074.5
2018-05-31,45202.09,86.68,1304.95,1077.5
2018-05-30,45115.41,158.95,1298.83,1080.5
2018-05-29,45274.36,452.67,1304.01,1080.0
2018-05-28,44821.69,385.58,1297.58,1074.5
2018-05-25,45207.27,240.94,1305.1,1077.5
2018-05-24,44966.33,12.3,1296.94,1078.5
2018-05-23,44978.63,145.42,1292.5,1082.5
2018-05-21,44833.21,104.13,1284.76,1085.5
2018-05-18,44729.08,31.89,1288.9,1079.5
2018-05-17,44760.97,138.73,1288.03,1081.0
2018-05-16,44899.7,340.62,1293.22,1080.0
2018-05-15,45240.32,138.98,1309.7,1074.5
2018-05-14,45379.3,105.05,1321.1,1068.5
2018-05-11,45484.35,190.1,1323.54,1069.0
2018-05-10,45294.25,111.32,1314.32,1072.0
2018-05-09,45405.57,78.3,1306.58,1081.0
2018-05-08,45483.87,137.28,1310.65,1079.5
2018-05-04,45346.59,27.82,1309.12,1077.5
2018-05-03,45318.77,42.75,1310.75,1075.5
2018-05-02,45361.52,28.09,1310.16,1077.0
2018-04-30,45333.43,243.75,1317.3,1070.5
2018-04-27,45577.18,362.11,1317.0,1076.5
2018-04-26,45939.29,131.2,1322.55,1080.5
2018-04-25,46070.49,117.38,1325.1,1081.5
2018-04-24,45953.11,7.31,1326.63,1077.5
2018-04-23,45960.42,188.04,1329.31,1075.5
2018-04-20,46148.46,19.97,1341.61,1070.0
2018-04-19,46168.43,36.47,1352.3,1062.0
2018-04-18,46131.96,2.46,1344.9,1067.0
2018-04-17,46129.5,309.94,1342.94,1068.5
2018-04-16,46439.44,278.62,1345.04,1074.0
2018-04-13,46160.82,233.84,1341.34,1070.5
2018-04-12,46394.66,263.79,1346.25,1072.0
2018-04-11,46130.87,267.23,1343.61,1068.0
2018-04-10,45863.64,142.0,1336.45,1067.5
2018-04-09,45721.64,195.7,1329.2,1070.0
2018-04-06,45525.94,291.9,1324.13,1069.5
2018-04-05,45234.04,631.01,1326.18,1061.0
2018-04-04,45865.05,453.62,1342.15,1063.0
2018-04-03,45411.43,272.5,1337.05,1056.5
2018-04-02,45138.93,118.79,1331.55,1054.5
2018-03-30,45257.72,152.57,1325.0,1062.5
2018-03-29,45410.29,786.55,1324.48,1066.5
2018-03-28,46196.84,397.39,1341.76,1071.0
2018-03-27,46594.23,177.81,1351.41,1072.5
2018-03-26,46772.04,204.38,1347.77,1079.5
2018-03-23,46567.66,585.04,1341.26,1080.0
2018-03-22,45982.62,580.69,1332.43,1073.5
2018-03-21,45401.93,143.87,1316.83,1072.5
2018-03-20,45258.06,42.59,1315.11,1070.5
2018-03-19,45215.47,33.51,1310.81,1073.0
2018-03-16,45248.98,41.96,1318.54,1067.5
2018-03-15,45290.94,41.64,1322.86,1065.0
2018-03-14,45332.58,127.06,1324.7,1064.5
2018-03-13,45205.52,98.77,1318.51,1066.5
2018-03-12,45304.29,97.86,1320.77,1067.0
2018-03-09,45402.15,339.12,1318.68,1071.0
2018-03-08,45741.27,22.37,1326.67,1072.5
2018-03-07,45763.64,61.39,1332.29,1068.5
2018-03-06,45825.03,305.07,1322.32,1078.0
2018-03-05,46130.1,410.68,1326.2,1082.0
2018-03-02,45719.42,175.04,1317.44,1079.5
2018-02-28,45894.46,89.51,1317.6,1083.5
2018-02-27,45983.97,207.12,1333.71,1072.5
2018-02-26,46191.09,73.55,1338.47,1073.5
2018-02-23,46117.54,38.55,1328.91,1079.5
2018-02-22,46156.09,211.16,1322.06,1086.0
2018-02-21,45944.93,266.09,1328.86,1075.5
2018-02-20,46211.02,56.95,1337.8,1074.5
2018-02-19,46267.97,143.99,1346.97,1068.5
2018-02-14,46123.98,267.77,1323.58,1084.0
2018-02-13,46391.75,243.37,1328.81,1086.0
2018-02-12,46148.38,133.01,1321.84,1086.0
2018-02-09,46015.37,103.19,1314.4,1089.0
2018-02-08,45912.18,499.24,1310.85,1089.5
2018-02-07,46411.42,473.22,1330.6,1085.0
2018-02-06,46884.64,58.7,1340.46,1088.0
2018-02-05,46825.94,196.62,1335.1,1091.0
2018-02-02,47022.56,846.37,1347.5,1085.5
2018-02-01,46176.19,100.85,1339.91,1072.0
2018-01-31,46075.34,137.59,1341.99,1068.0
2018-01-30,46212.93,115.1,1338.48,1074.0
2018-01-29,46328.03,98.79,1346.2,1070.5
2018-01-26,46426.82,6.87,1355.4,1065.5
2018-01-25,46433.69,154.39,1358.15,1063.5
2018-01-24,46279.3,45.71,1347.3,1068.5
2018-01-23,46233.59,366.62,1337.21,1075.5
2018-01-22,45866.97,6.03,1332.18,1071.0
2018-01-19,45873.0,109.32,1337.35,1067.0
2018-01-18,45763.68,190.32,1327.94,1072.0
2018-01-17,45954.0,145.49,1335.33,1070.5
2018-01-16,45808.51,65.85,1337.35,1065.5
2018-01-15,45874.36,332.97,1341.16,1064.0
2018-01-12,45541.39,137.47,1329.55,1065.5
2018-01-11,45403.92,186.25,1317.5,1072.0
2018-01-10,45217.67,19.41,1314.55,1070.0
2018-01-09,45237.08,14.53,1314.5,1070.5
2018-01-08,45251.61,194.73,1316.15,1069.5
2018-01-05,45056.88,196.72,1317.88,1063.5
2018-01-04,44860.16,163.61,1311.51,1064.0
2018-01-03,45023.77,253.61,1314.44,1065.5
2018-01-02,44770.16,234.12,1310.11,1063.0
2017-12-29,44536.04,37.07,1296.55,1068.5
2017-12-28,44498.97,65.99,1293.05,1070.5
2017-12-27,44432.98,214.98,1285.73,1075.0
2017-12-26,44218.0,183.48,1278.32,1076.0
2017-12-22,44034.52,11.96,1268.3,1080.0
2017-12-21,44046.48,7.84,1265.13,1083.0
2017-12-20,44038.64,37.67,1264.32,1083.5
2017-12-19,44076.31,104.14,1264.82,1084.0
2017-12-18,43972.17,89.05,1257.19,1088.0
2017-12-15,44061.22,96.61,1256.85,1090.5
2017-12-14,43964.61,315.0,1254.67,1090.0
2017-12-13,43649.61,42.85,1242.26,1093.0
2017-12-12,43692.46,202.01,1244.05,1092.5
2017-12-11,43894.47,3.71,1249.8,1092.5
2017-12-08,43890.76,346.52,1247.41,1094.5
2017-12-07,44237.28,384.28,1257.26,1094.5
2017-12-06,44621.56,14.21,1268.18,1094.5
2017-12-05,44607.35,14.18,1275.35,1088.0
2017-12-04,44621.53,79.68,1275.17,1088.5
2017-12-01,44541.85,308.07,1277.0,1085.0
2017-11-30,44849.92,19.3,1280.52,1089.5
2017-11-29,44869.22,107.79,1295.94,1077.0
2017-11-28,44977.01,248.94,1293.05,1082.0
2017-11-27,45225.95,110.34,1291.85,1089.0
2017-11-24,45115.61,61.61,1291.07,1087.0
2017-11-23,45054.0,43.38,1289.9,1086.5
2017-11-22,45010.62,27.22,1285.11,1089.5
2017-11-21,44983.4,666.19,1280.22,1093.0
2017-11-20,45649.59,343.15,1291.5,1099.5
2017-11-17,45306.44,148.88,1281.79,1099.5
2017-11-16,45157.56,741.13,1277.58,1099.5
2017-11-15,45898.69,156.28,1283.95,1112.0
2017-11-14,45742.41,303.24,1272.71,1118.0
2017-11-13,46045.65,153.32,1277.15,1121.5
2017-11-10,46198.97,68.57,1283.69,1119.5
2017-11-09,46130.4,275.54,1284.08,1117.5
2017-11-08,45854.86,137.19,1278.7,1115.5
2017-11-07,45717.67,175.08,1276.59,1114.0
2017-11-06,45542.59,207.3,1271.13,1114.5
2017-11-03,45749.89,12.04,1275.77,1115.5
2017-11-02,45737.85,10.36,1276.58,1114.5
2017-11-01,45727.49,182.84,1275.72,1115.0
2017-10-31,45910.33,66.23,1276.24,1119.0
2017-10-30,45976.56,73.34,1270.7,1125.5
2017-10-27,46049.9,252.33,1267.1,1130.5
2017-10-26,46302.23,157.41,1278.0,1127.0
2017-10-25,46144.82,243.31,1271.96,1128.5
2017-10-24,46388.13,8.62,1278.1,1129.0
2017-10-23,46379.51,294.2,1275.04,1131.5
2017-10-20,46673.71,116.24,1281.43,1133.0
2017-10-19,46789.95,170.91,1284.62,1133.0
2017-10-18,46619.04,329.31,1281.06,1132.0
2017-10-17,46948.35,331.66,1289.54,1132.5
2017-10-16,47280.01,269.32,1303.83,1128.0
2017-10-13,47010.69,200.29,1294.68,1129.5
2017-10-12,47210.98,97.08,1296.18,1133.0
2017-10-11,47113.9,25.64,1290.1,1136.0
2017-10-10,47088.26,359.07,1288.83,1136.5
2017-09-29,47447.33,85.66,1287.33,1146.5
2017-09-28,47361.67,56.79,1282.21,1149.0
2017-09-27,47418.46,350.91,1289.36,1144.0
2017-09-26,47769.37,704.89,1305.75,1138.0
2017-09-25,47064.48,203.96,1293.3,1132.0
2017-09-22,47268.44,33.52,1295.47,1135.0
2017-09-21,47301.96,392.63,1296.96,1134.5
2017-09-20,47694.59,64.22,1314.68,1128.5
2017-09-19,47630.37,19.43,1308.85,1132.0
2017-09-18,47610.94,669.64,1311.79,1129.0
2017-09-15,48280.58,66.02,1327.89,1131.0
2017-09-14,48214.56,194.41,1323.15,1133.5
2017-09-13,48408.97,278.67,1332.6,1130.0
2017-09-12,48130.3,544.45,1326.69,1128.5
2017-09-11,48674.75,424.09,1337.55,1132.0
2017-09-08,49098.84,443.14,1351.59,1130.0
2017-09-07,48655.7,257.17,1338.8,1130.5
2017-09-06,48912.87,454.55,1339.36,1136.0
2017-09-05,48458.32,167.76,1331.6,1132.0
2017-09-04,48626.08,1033.54,1336.21,1132.0
2017-09-01,47592.54,216.79,1318.88,1122.5
2017-08-31,47375.75,25.68,1307.05,1127.5
2017-08-30,47350.07,613.82,1310.41,1124.0
2017-08-29,47963.89,1184.9,1324.45,1126.5
2017-08-28,46778.99,108.95,1296.91,1122.0
2017-08-25,46670.04,5.87,1287.58,1127.5
2017-08-24,46675.91,149.45,1286.03,1129.0
2017-08-23,46825.36,95.54,1286.16,1132.5
2017-08-22,46920.9,274.64,1285.38,1135.5
2017-08-21,47195.54,360.65,1287.8,1140.0
2017-08-18,47556.19,438.12,1295.37,1142.0
2017-08-17,47118.07,451.86,1287.38,1138.5
2017-08-16,46666.21,379.74,1270.57,1142.5
2017-08-14,47045.95,414.95,1281.47,1142.0
2017-08-11,47460.9,465.68,1288.26,1146.0
2017-08-10,46995.22,507.39,1278.41,1143.5
2017-08-09,46487.83,778.3,1268.49,1140.0
2017-08-08,45709.53,41.48,1261.08,1127.5
2017-08-07,45668.05,277.82,1258.26,1129.0
2017-08-04,45945.87,177.95,1269.29,1126.0
2017-08-03,45767.92,3.83,1262.13,1128.0
2017-08-02,45764.09,19.88,1267.08,1123.5
2017-08-01,45783.97,137.71,1268.76,1122.5
2017-07-31,45646.26,193.54,1267.2,1120.5
2017-07-28,45452.72,192.64,1259.58,1122.5
2017-07-27,45260.08,361.61,1262.68,1115.0
2017-07-26,44898.47,101.66,1245.33,1121.5
2017-07-25,45000.13,8.99,1253.18,1117.0
2017-07-24,44991.14,109.04,1255.74,1114.5
2017-07-21,44882.1,21.75,1247.1,1119.5
2017-07-20,44860.35,113.7,1238.2,1127.0
2017-07-19,44746.65,63.52,1238.91,1123.5
2017-07-18,44683.13,22.71,1236.05,1124.5
2017-07-17,44660.42,157.56,1230.5,1129.0
2017-07-14,44502.86,188.33,1219.14,1135.5
2017-07-13,44691.19,182.63,1221.61,1138.0
2017-07-12,44873.82,74.37,1218.57,1145.5
2017-07-11,44799.45,69.82,1210.21,1151.5
2017-07-10,44729.63,627.34,1207.8,1152.0
2017-07-07,45356.97,290.13,1221.56,1155.0
2017-07-06,45647.1,244.74,1225.13,1159.0
2017-07-05,45402.36,79.68,1222.78,1155.0
2017-07-04,45322.68,318.47,1225.41,1150.5
2017-07-03,45641.15,211.57,1235.63,1149.0
2017-06-30,45852.72,132.01,1244.61,1146.0
2017-06-29,45720.71,446.36,1247.01,1140.5
2017-06-28,46167.07,447.04,1253.14,1146.0
2017-06-27,45720.03,302.34,1251.38,1136.5
2017-06-26,45417.69,567.87,1242.56,1137.0
2017-06-23,45985.56,62.61,1256.99,1138.0
2017-06-22,46048.17,161.04,1252.1,1144.0
2017-06-21,45887.13,265.17,1246.63,1145.0
2017-06-20,45621.96,23.71,1247.05,1138.0
2017-06-19,45598.25,166.01,1250.8,1134.0
2017-06-16,45764.26,22.15,1254.8,1134.5
2017-06-15,45742.11,109.71,1261.98,1127.5
2017-06-14,45851.82,16.94,1268.38,1124.5
2017-06-13,45834.88,321.51,1262.3,1129.5
2017-06-12,46156.39,78.53,1270.03,1130.5
2017-06-09,46077.86,344.26,1273.5,1125.5
2017-06-08,46422.12,286.49,1285.3,1123.5
2017-06-07,46708.61,662.55,1293.23,1123.5
2017-06-05,46046.06,518.18,1281.16,1118.0
2017-06-02,45527.88,168.6,1261.1,1123.0
2017-06-01,45696.48,203.87,1266.9,1122.0
2017-05-31,45492.61,268.71,1263.5,1120.0
2017-05-30,45761.32,24.27,1264.19,1126.0
2017-05-29,45737.05,240.52,1267.46,1122.5
2017-05-26,45496.53,210.56,1263.61,1120.0
2017-05-25,45285.97,17.74,1257.76,1120.0
2017-05-24,45303.71,277.35,1251.55,1126.0
2017-05-23,45581.06,400.28,1260.33,1125.0
2017-05-22,45180.78,44.0,1255.4,1119.5
2017-05-19,45224.78,332.08,1250.48,1125.0
2017-05-18,45556.86,753.4,1259.1,1125.5
2017-05-17,44803.46,456.03,1243.25,1121.0
2017-05-16,44347.43,86.77,1234.45,1117.5
2017-05-15,44434.2,191.89,1230.26,1123.5
2017-05-12,44626.09,277.4,1229.01,1129.5
2017-05-11,44348.69,341.79,1221.37,1129.5
2017-05-10,44690.48,155.31,1223.2,1136.5
2017-05-08,44845.79,221.88,1230.7,1133.5
2017-05-04,45067.67,575.76,1235.7,1134.5
2017-05-02,45643.43,711.98,1255.36,1131.0
2017-04-28,46355.41,224.36,1267.1,1138.0
2017-04-27,46131.05,156.66,1264.3,1135.0
2017-04-26,45974.39,44.18,1265.58,1130.0
2017-04-25,46018.57,163.71,1270.17,1127.0
2017-04-24,46182.28,636.75,1270.74,1130.5
2017-04-21,46819.03,44.84,1281.46,1136.5
2017-04-20,46863.87,193.37,1279.31,1139.5
2017-04-19,47057.24,132.69,1282.9,1141.0
2017-04-18,47189.93,37.14,1284.83,1142.5
2017-04-17,47152.79,86.95,1289.46,1137.5
2017-04-14,47239.74,475.38,1286.75,1142.0
2017-04-13,46764.36,55.82,1286.19,1131.0
2017-04-12,46708.54,375.84,1274.51,1140.0
2017-04-11,46332.7,292.28,1257.09,1146.5
2017-04-10,46040.42,88.58,1254.08,1142.0
2017-04-07,46129.0,473.85,1264.8,1134.5
2017-04-06,45655.15,190.17,1254.02,1132.5
2017-04-05,45464.98,13.74,1254.89,1127.0
2017-04-04,45478.72,641.84,1258.06,1124.5
2017-04-03,44836.88,108.66,1246.4,1119.0
2017-03-31,44728.22,205.56,1243.38,1119.0
2017-03-30,44933.78,33.58,1250.77,1117.5
2017-03-29,44900.2,25.38,1253.2,1114.5
2017-03-28,44874.82,91.1,1254.18,1113.0
2017-03-27,44965.92,81.41,1257.29,1112.5
2017-03-24,44884.51,199.52,1243.28,1123.0
2017-03-23,45084.03,66.87,1248.25,1123.5
2017-03-22,45150.9,756.5,1247.88,1125.5
2017-03-21,44394.4,30.52,1231.9,1121.0
2017-03-20,44363.88,351.11,1232.7,1119.5
2017-03-17,44714.99,160.04,1227.11,1133.5
2017-03-16,44554.95,263.72,1224.34,1132.0
2017-03-15,44291.23,217.34,1203.8,1144.5
2017-03-14,44508.57,97.89,1203.92,1150.0
2017-03-13,44606.46,0.32,1208.67,1148.0
2017-03-10,44606.78,301.11,1197.21,1159.0
2017-03-09,44907.89,61.11,1204.25,1160.0
2017-03-08,44846.78,432.52,1213.07,1150.0
2017-03-07,45279.3,660.07,1224.77,1150.0
2017-03-06,45939.37,273.18,1234.04,1158.0
2017-03-03,45666.19,111.2,1226.7,1158.0
2017-03-02,45777.39,273.63,1245.28,1143.5
2017-02-28,45503.76,260.5,1252.07,1130.5
2017-02-27,45764.26,138.11,1254.8,1134.5
2017-02-24,45626.15,292.58,1254.33,1131.5
2017-02-23,45333.57,146.38,1238.08,1139.0
2017-02-22,45479.95,25.26,1236.65,1144.0
2017-02-21,45454.69,132.73,1232.73,1147.0
2017-02-20,45587.42,136.0,1235.79,1147.5
2017-02-17,45723.42,270.2,1237.86,1149.0
2017-02-16,45453.22,443.69,1239.17,1141.0
2017-02-15,45009.53,24.48,1226.0,1142.0
2017-02-14,45034.01,554.09,1228.28,1140.5
2017-02-13,45588.1,306.5,1230.98,1152.0
2017-02-10,45281.6,480.59,1224.83,1150.0
2017-02-09,45762.19,143.02,1242.15,1146.0
2017-02-08,45619.17,202.44,1237.19,1147.0
2017-02-07,45416.73,674.53,1231.7,1147.0
2017-02-06,44742.2,49.09,1223.54,1137.5
2017-02-03,44791.29,46.79,1213.68,1148.0
2017-02-02,44838.08,205.92,1217.6,1145.5
2017-02-01,45044.0,226.1,1212.08,1156.0
2017-01-31,44817.9,54.67,1196.68,1165.0
2017-01-26,44763.23,334.2,1197.79,1162.5
2017-01-25,45097.43,482.13,1202.08,1167.0
2017-01-24,45579.56,28.31,1213.89,1168.0
2017-01-23,45551.25,133.39,1212.1,1169.0
2017-01-20,45417.86,157.66,1202.38,1175.0
2017-01-19,45575.52,103.6,1203.48,1178.0
2017-01-18,45471.92,151.41,1212.58,1166.5
2017-01-17,45623.33,171.94,1212.98,1170.0
2017-01-16,45795.27,535.74,1202.14,1185.0
2017-01-13,45259.53,447.65,1196.15,1177.0
2017-01-12,45707.18,61.83,1204.91,1180.0
