date,price(KRW),change,interPrice(USD),currency(USD-KRW)
2008-07-29,30219.75,116.26,931.65,1009.0
2008-07-28,30103.49,95.91,930.0,1006.9
2008-07-25,30199.4,256.36,930.1,1010.0
2008-07-24,29943.04,698.5,924.95,1007.0
2008-07-23,30641.54,1211.87,939.9,1014.1
2008-07-22,31853.41,276.15,972.95,1018.4
2008-07-21,31577.26,250.21,963.0,1020.0
2008-07-18,31327.05,59.4,960.55,1014.5
2008-07-17,31386.45,275.43,963.7,1013.1
2008-07-16,31661.88,163.29,976.4,1008.7
2008-07-15,31825.17,844.18,979.2,1011.0
2008-07-14,30980.99,499.88,958.25,1005.7
2008-07-11,30481.11,572.8,945.8,1002.5
2008-07-10,29908.31,178.37,927.1,1003.5
2008-07-09,29729.94,1255.21,922.95,1002.0
2008-07-08,30985.15,75.61,932.15,1034.0
2008-07-07,30909.54,565.96,920.35,1044.7
2008-07-04,31475.5,236.39,931.85,1050.7
2008-07-03,31711.89,217.35,943.7,1045.3
2008-07-02,31494.54,170.82,940.65,1041.5
2008-07-01,31323.72,113.64,928.95,1048.9
2008-06-30,31437.36,493.81,934.1,1046.9
2008-06-27,30943.55,1328.94,922.6,1043.3
2008-06-26,29614.61,75.62,887.4,1038.1
2008-06-25,29690.23,101.12,889.75,1038.0
2008-06-24,29589.11,653.24,889.55,1034.7
2008-06-23,30242.35,484.62,903.25,1041.5
2008-06-20,29757.73,291.53,898.7,1030.0
2008-06-19,29466.2,89.26,891.8,1027.8
2008-06-18,29376.94,145.39,887.2,1030.0
2008-06-17,29231.55,138.86,887.55,1024.5
2008-06-16,29092.69,92.85,869.75,1040.5
2008-06-13,29185.54,183.13,869.6,1044.0
2008-06-12,29002.41,38.56,870.65,1036.2
2008-06-11,28963.85,331.94,874.3,1030.5
2008-06-10,29295.79,827.52,888.2,1026.0
2008-06-09,30123.31,1501.03,907.1,1033.0
2008-06-05,28622.28,123.2,869.9,1023.5
2008-06-04,28745.48,524.46,877.5,1019.0
2008-06-03,29269.94,223.06,896.15,1016.0
2008-06-02,29046.88,91.95,884.1,1022.0
2008-05-30,28954.93,832.71,874.2,1030.3
2008-05-29,29787.64,558.69,897.6,1032.3
2008-05-28,30346.33,597.83,909.5,1037.9
2008-05-27,30944.16,299.23,925.1,1040.5
2008-05-26,31243.39,176.43,926.3,1049.2
2008-05-23,31066.96,255.36,922.3,1047.8
2008-05-22,31322.32,334.52,933.0,1044.3
2008-05-21,30987.8,468.8,923.3,1044.0
2008-05-20,30519.0,26.02,908.2,1045.3
2008-05-19,30492.98,927.76,910.3,1042.0
2008-05-16,29565.22,391.58,884.3,1040.0
2008-05-15,29173.64,95.46,867.75,1045.8
2008-05-14,29269.1,258.84,864.8,1052.8
2008-05-13,29527.94,220.57,877.7,1046.5
2008-05-09,29748.51,591.61,885.95,1044.5
2008-05-08,29156.9,284.16,867.5,1045.5
2008-05-07,28872.74,308.31,874.35,1027.2
2008-05-06,28564.43,807.62,874.55,1016.0
2008-05-02,27756.81,145.77,853.35,1011.8
2008-04-30,27902.58,651.49,865.1,1003.3
2008-04-29,28554.07,115.66,887.6,1000.7
2008-04-28,28669.73,462.18,894.5,997.0
2008-04-25,28207.55,544.47,881.85,995.0
2008-04-24,28752.02,629.46,897.7,996.3
2008-04-23,29381.48,185.93,920.4,993.0
2008-04-22,29567.41,157.46,920.2,999.5
2008-04-21,29409.95,1029.34,922.5,991.7
2008-04-18,30439.29,91.66,946.2,1000.7
2008-04-17,30347.63,756.97,948.85,994.9
2008-04-16,29590.66,129.79,929.95,989.8
2008-04-15,29720.45,652.09,934.5,989.3
2008-04-14,29068.36,24.42,921.45,981.3
2008-04-11,29043.94,305.68,925.2,976.5
2008-04-10,29349.62,366.23,934.65,976.8
2008-04-08,28983.39,300.02,922.8,977.0
2008-04-07,28683.37,268.14,915.4,974.7
2008-04-04,28415.23,164.89,905.45,976.2
2008-04-03,28250.34,277.47,899.0,977.5
2008-04-02,27972.87,213.11,890.35,977.3
2008-04-01,28185.98,1728.77,889.85,985.3
2008-03-31,29914.75,184.91,938.05,992.0
2008-03-28,30099.66,57.83,943.85,992.0
2008-03-27,30157.49,350.06,948.05,989.5
2008-03-26,29807.43,731.32,940.85,985.5
2008-03-25,29076.11,185.77,925.75,977.0
2008-03-24,29261.88,212.01,912.7,997.3
2008-03-21,29473.89,537.8,914.0,1003.1
2008-03-20,30011.69,2129.92,925.05,1009.2
2008-03-19,32141.61,595.18,990.7,1009.2
2008-03-18,32736.79,959.09,1001.8,1016.5
2008-03-17,33695.88,1785.85,1022.1,1025.5
2008-03-14,31910.03,694.78,995.1,997.5
2008-03-13,31215.25,813.09,989.0,981.8
2008-03-12,30402.16,35.92,973.25,971.7
2008-03-11,30366.24,113.32,971.9,971.9
2008-03-10,30479.56,375.39,978.75,968.7
2008-03-07,30104.17,254.3,977.9,957.6
2008-03-06,30358.47,919.51,991.65,952.3
2008-03-05,29438.96,484.7,964.45,949.5
2008-03-04,29923.66,54.5,982.4,947.5
2008-03-03,29869.16,374.4,980.3,947.8
2008-02-29,29494.76,689.0,974.8,941.2
2008-02-28,28805.76,231.81,956.5,936.8
2008-02-27,29037.57,670.37,962.45,938.5
2008-02-26,28367.2,520.82,931.3,947.5
2008-02-25,28888.02,59.49,947.9,948.0
2008-02-22,28828.53,120.39,944.95,949.0
2008-02-21,28708.14,508.09,941.3,948.7
2008-02-20,28200.05,514.77,926.3,947.0
2008-02-19,27685.28,216.9,911.8,944.5
2008-02-18,27468.38,191.66,903.7,945.5
2008-02-15,27660.04,75.26,910.1,945.4
2008-02-14,27735.3,279.98,912.0,946.0
2008-02-13,27455.32,604.71,902.6,946.2
2008-02-12,28060.03,23.19,922.77,945.9
2008-02-11,28083.22,917.18,922.95,946.5
2008-02-05,27166.04,437.27,897.55,941.5
2008-02-04,27603.31,536.07,910.45,943.1
2008-02-01,28139.38,142.51,926.95,944.3
2008-01-31,27996.87,20.58,922.55,944.0
2008-01-30,28017.45,161.24,922.25,945.0
2008-01-29,28178.69,110.92,928.05,944.5
2008-01-28,28067.77,267.55,918.85,950.2
2008-01-25,27800.22,520.15,913.65,946.5
2008-01-24,27280.07,73.84,892.5,950.8
2008-01-23,27206.23,855.64,887.75,953.3
2008-01-22,26350.59,336.93,857.85,955.5
2008-01-21,26687.52,85.54,874.13,949.7
2008-01-18,26601.98,198.46,877.05,943.5
2008-01-17,26800.44,33.59,883.13,944.0
2008-01-16,26834.03,436.45,887.05,941.0
2008-01-15,27270.48,5.99,906.1,936.2
2008-01-14,27276.47,307.47,904.85,937.7
2008-01-11,26969.0,519.66,894.65,937.7
2008-01-10,26449.34,231.23,877.22,937.9
2008-01-09,26680.57,502.97,884.8,938.0
2008-01-08,26177.6,283.0,866.55,939.7
2008-01-07,25894.6,203.12,856.45,940.5
2008-01-04,26097.72,270.14,864.55,939.0
2008-01-03,25827.58,592.56,857.15,937.3
2008-01-02,25235.02,17.36,838.2,936.5
2007-12-31,25252.38,331.2,842.38,932.5
2007-12-28,24921.18,19.17,827.6,936.7
2007-12-27,24902.01,373.69,824.5,939.5
2007-12-26,24528.32,22.5,812.3,939.3
2007-12-24,24505.82,247.9,809.4,941.8
2007-12-21,24257.92,11.07,802.15,940.7
2007-12-20,24246.85,296.05,800.25,942.5
2007-12-18,23950.8,203.48,793.85,938.5
2007-12-17,23747.32,127.34,790.05,935.0
2007-12-14,23874.66,269.52,798.3,930.3
2007-12-13,24144.18,170.94,811.85,925.1
2007-12-12,23973.24,38.29,804.45,927.0
2007-12-11,24011.53,286.33,808.35,924.0
2007-12-10,23725.2,81.66,798.8,923.9
2007-12-07,23643.54,146.2,797.95,921.7
2007-12-06,23497.34,382.55,792.5,922.3
2007-12-05,23879.89,402.38,803.05,925.0
2007-12-04,23477.51,57.83,791.4,922.8
2007-12-03,23419.68,191.85,787.15,925.5
2007-11-30,23611.53,406.62,796.35,922.3
2007-11-29,24018.15,99.01,804.05,929.2
2007-11-28,24117.16,501.45,801.5,936.0
2007-11-27,24618.61,152.68,823.0,930.5
2007-11-26,24771.29,444.3,828.55,930.0
2007-11-23,24326.99,184.37,813.25,930.5
2007-11-22,24142.62,127.39,804.15,933.9
2007-11-21,24015.23,614.94,803.0,930.3
2007-11-20,23400.29,35.51,788.2,923.5
2007-11-19,23364.78,86.14,790.0,920.0
2007-11-16,23278.64,666.75,788.8,918.0
2007-11-15,23945.39,262.83,812.9,916.3
2007-11-14,23682.56,173.75,806.0,914.0
2007-11-13,23856.31,106.99,808.2,918.2
2007-11-12,23963.3,411.51,816.0,913.5
2007-11-09,24374.81,73.23,835.5,907.5
2007-11-08,24301.58,38.74,831.8,908.8
2007-11-07,24340.32,547.54,835.7,906.0
2007-11-06,23792.78,355.42,815.1,908.0
2007-11-05,23437.36,413.36,801.6,909.5
2007-11-02,23024.0,80.91,789.2,907.5
2007-11-01,23104.91,475.1,794.6,904.5
2007-10-31,22629.81,282.37,780.85,901.5
2007-10-30,22912.18,184.78,785.8,907.0
2007-10-29,23096.96,354.78,791.7,907.5
2007-10-26,22742.18,241.1,776.8,910.7
2007-10-25,22501.08,151.31,763.7,916.5
2007-10-24,22349.77,7.44,756.75,918.7
2007-10-23,22357.21,36.18,757.0,918.7
2007-10-22,22321.03,322.94,756.6,917.7
2007-10-19,22643.97,267.86,768.55,916.5
2007-10-18,22376.11,5.38,758.3,917.9
2007-10-17,22370.73,135.09,758.2,917.8
2007-10-16,22505.82,250.4,762.2,918.5
2007-10-15,22255.42,217.03,754.38,917.7
2007-10-12,22038.39,13.41,746.37,918.5
2007-10-11,22051.8,208.7,747.8,917.3
2007-10-10,21843.1,252.56,740.4,917.7
2007-10-09,21590.54,197.71,731.2,918.5
2007-10-08,21788.25,76.72,740.8,914.9
2007-10-05,21711.53,354.03,736.5,917.0
2007-10-04,21357.5,287.57,724.65,916.8
2007-10-02,21645.07,225.64,735.45,915.5
2007-10-01,21870.71,164.19,744.5,913.8
2007-09-28,21706.52,118.58,737.7,915.3
2007-09-27,21587.94,256.7,730.0,919.9
2007-09-21,21844.64,305.6,736.2,923.0
2007-09-20,21539.04,22.91,725.9,923.0
2007-09-19,21516.13,79.84,722.0,927.0
2007-09-18,21436.29,183.85,716.0,931.3
2007-09-17,21252.44,212.59,712.0,928.5
2007-09-14,21039.85,173.64,704.8,928.6
2007-09-13,21213.49,177.85,708.1,931.9
2007-09-12,21391.34,191.31,713.35,932.8
2007-09-11,21200.03,53.53,704.1,936.6
2007-09-10,21253.56,331.07,703.7,939.5
2007-09-07,20922.49,282.05,693.62,938.3
2007-09-06,20640.44,118.06,683.4,939.5
2007-09-05,20522.38,191.21,680.65,937.9
2007-09-04,20331.17,56.51,672.8,940.0
2007-09-03,20274.66,123.84,672.65,937.6
2007-08-31,20150.82,13.26,667.9,938.5
2007-08-30,20137.56,11.65,665.9,940.7
2007-08-29,20125.91,23.93,663.75,943.2
2007-08-28,20149.84,1.41,666.8,940.0
2007-08-27,20151.25,152.62,667.7,938.8
2007-08-24,19998.63,30.55,659.9,942.7
2007-08-23,20029.18,53.1,661.4,942.0
2007-08-22,19976.08,14.81,658.25,944.0
2007-08-21,19990.89,1.21,657.9,945.2
2007-08-20,19989.68,142.26,658.0,945.0
2007-08-17,19847.42,414.31,651.25,948.0
2007-08-16,20261.73,233.3,665.9,946.5
2007-08-14,20028.43,1.41,667.9,932.8
2007-08-13,20029.84,151.22,670.1,929.8
2007-08-10,19878.62,151.89,663.4,932.1
2007-08-09,20030.51,122.2,673.6,925.0
2007-08-08,19908.31,8.19,670.0,924.3
2007-08-07,19916.5,80.43,671.0,923.3
2007-08-06,19996.93,222.89,673.2,924.0
2007-08-03,19774.04,43.61,666.2,923.3
2007-08-02,19730.43,20.93,664.88,923.1
2007-08-01,19709.5,39.14,661.38,927.0
2007-07-31,19670.36,9.97,665.3,919.7
2007-07-30,19660.39,30.38,662.3,923.4
2007-07-27,19690.77,294.33,663.25,923.5
2007-07-26,19985.1,32.14,675.8,919.9
2007-07-25,19952.96,87.58,678.4,914.9
2007-07-24,20040.54,78.58,681.75,914.4
2007-07-23,20119.12,214.07,683.6,915.5
2007-07-20,19905.05,110.13,676.55,915.2
2007-07-19,19794.92,117.15,672.0,916.3
2007-07-18,19677.77,42.03,667.95,916.4
2007-07-16,19719.8,58.02,667.7,918.7
2007-07-13,19661.78,113.22,666.75,917.3
2007-07-12,19548.56,135.04,661.9,918.7
2007-07-11,19683.6,147.09,665.75,919.7
2007-07-10,19536.51,116.34,660.2,920.5
2007-07-09,19420.17,192.14,655.7,921.3
2007-07-06,19228.03,198.47,650.2,919.9
2007-07-05,19426.5,59.05,655.2,922.3
2007-07-04,19367.45,53.03,654.7,920.2
2007-07-03,19420.48,120.73,657.85,918.3
2007-07-02,19299.75,43.62,651.35,921.7
2007-06-29,19256.13,22.44,648.05,924.3
2007-06-28,19233.69,110.77,645.2,927.3
2007-06-27,19122.92,218.05,641.0,928.0
2007-06-26,19340.97,96.29,648.8,927.3
2007-06-25,19437.26,49.63,652.1,927.2
2007-06-22,19486.89,32.96,652.85,928.5
2007-06-21,19519.85,165.35,654.8,927.3
2007-06-20,19685.2,95.4,659.85,928.0
2007-06-19,19589.8,82.33,656.65,928.0
2007-06-18,19672.13,218.31,658.7,929.0
2007-06-15,19453.82,9.26,651.25,929.2
2007-06-14,19463.08,128.93,650.65,930.5
2007-06-13,19334.15,230.89,645.3,932.0
2007-06-12,19565.04,5.9,654.55,929.8
2007-06-11,19559.14,188.77,652.25,932.8
2007-06-08,19747.91,264.01,658.05,933.5
2007-06-07,20011.92,31.11,671.45,927.1
2007-06-05,20043.03,47.89,672.35,927.3
2007-06-04,19995.14,189.68,669.95,928.4
2007-06-01,19805.46,202.83,663.45,928.6
2007-05-31,19602.63,93.65,657.15,927.9
2007-05-30,19696.28,127.31,657.95,931.2
2007-05-29,19568.97,18.69,655.6,928.5
2007-05-28,19587.66,29.05,655.8,929.1
2007-05-25,19558.61,234.22,654.9,929.0
2007-05-23,19792.83,41.15,660.75,931.8
2007-05-22,19833.98,32.85,663.05,930.5
2007-05-21,19801.13,64.88,661.95,930.5
2007-05-18,19736.25,72.47,657.1,934.3
2007-05-17,19808.72,185.83,663.77,928.3
2007-05-16,19994.55,102.04,672.9,924.3
2007-05-15,19892.51,144.52,668.6,925.5
2007-05-14,20037.03,109.39,674.55,924.0
2007-05-11,19927.64,252.99,668.62,927.1
2007-05-10,20180.63,181.77,678.65,925.0
2007-05-09,20362.4,64.59,685.65,923.8
2007-05-08,20426.99,20.87,688.05,923.5
2007-05-07,20447.86,111.45,689.35,922.7
2007-05-04,20336.41,265.78,681.75,927.9
2007-05-03,20070.63,83.58,673.35,927.2
2007-05-02,20154.21,225.33,673.9,930.3
2007-04-30,20379.54,272.06,680.85,931.1
2007-04-27,20107.48,376.2,672.7,929.8
2007-04-26,20483.68,74.66,685.8,929.1
2007-04-25,20409.02,159.26,684.85,927.0
2007-04-24,20568.28,52.37,689.45,928.0
2007-04-23,20620.65,191.82,692.25,926.6
2007-04-20,20428.83,27.85,684.85,927.9
2007-04-19,20456.68,125.66,684.75,929.3
2007-04-18,20582.34,29.27,689.55,928.5
2007-04-17,20553.07,44.91,688.05,929.2
2007-04-16,20597.98,383.67,687.85,931.5
2007-04-13,20214.31,93.6,677.0,928.8
2007-04-12,20307.91,20.63,677.8,932.0
2007-04-11,20287.28,1.97,676.75,932.5
2007-04-10,20285.31,132.1,675.45,934.2
2007-04-09,20153.21,73.16,671.7,933.3
2007-04-06,20226.37,41.61,674.5,932.8
2007-04-05,20184.76,169.52,672.75,933.3
2007-04-04,20015.24,5.14,664.75,936.6
2007-04-03,20010.1,9.04,664.65,936.5
2007-04-02,20019.14,55.31,664.1,937.7
2007-03-30,20074.45,40.84,663.6,941.0
2007-03-29,20115.29,6.65,664.95,941.0
2007-03-28,20108.64,14.77,665.65,939.7
2007-03-27,20093.87,229.06,664.1,941.2
2007-03-26,19864.81,88.91,658.35,938.6
2007-03-23,19953.72,69.29,662.0,937.6
2007-03-22,20023.01,129.83,664.3,937.6
2007-03-21,19893.18,51.74,659.5,938.3
2007-03-20,19841.44,72.43,655.2,942.0
2007-03-19,19913.87,254.56,656.2,944.0
2007-03-16,19659.31,61.52,647.13,945.0
2007-03-15,19597.79,41.96,645.1,945.0
2007-03-14,19555.83,221.13,642.7,946.5
2007-03-13,19776.96,15.34,651.0,945.0
2007-03-12,19792.3,41.76,652.12,944.1
2007-03-09,19834.06,75.49,652.05,946.2
2007-03-08,19909.55,234.98,653.15,948.2
2007-03-07,19674.57,45.09,644.9,949.0
2007-03-06,19629.48,58.42,644.1,948.0
2007-03-05,19571.06,556.53,639.55,951.9
2007-03-02,20127.59,242.04,662.75,944.7
2007-02-28,20369.63,333.21,673.0,941.5
2007-02-27,20702.84,45.87,686.05,938.7
2007-02-26,20748.71,324.87,687.35,939.0
2007-02-23,20423.84,76.68,676.88,938.6
2007-02-22,20500.52,592.23,678.55,939.8
2007-02-21,19908.29,285.0,659.65,938.8
2007-02-20,20193.29,50.31,668.95,939.0
2007-02-16,20142.98,11.21,668.85,936.8
2007-02-15,20131.77,82.2,669.55,935.3
2007-02-14,20213.97,101.69,669.85,938.7
2007-02-13,20112.28,57.26,664.85,941.0
2007-02-12,20055.02,237.17,665.15,937.9
2007-02-09,19817.85,167.56,659.25,935.1
2007-02-08,19650.29,46.97,653.05,936.0
2007-02-07,19697.26,115.95,655.45,934.8
2007-02-06,19581.31,99.25,652.15,934.0
2007-02-05,19482.06,291.69,647.25,936.3
2007-02-02,19773.75,82.58,656.1,937.5
2007-02-01,19691.17,171.45,653.5,937.3
2007-01-31,19519.72,31.36,645.4,940.8
2007-01-30,19488.36,52.94,643.2,942.5
2007-01-29,19541.3,27.08,645.7,941.4
2007-01-26,19568.38,92.74,645.5,943.0
2007-01-25,19475.64,150.08,646.9,936.5
2007-01-24,19325.56,120.46,642.6,935.5
2007-01-23,19205.1,13.32,635.2,940.5
2007-01-22,19218.42,275.65,635.78,940.3
2007-01-19,18942.77,141.97,629.2,936.5
2007-01-18,19084.74,269.42,632.9,938.0
2007-01-17,18815.32,4.53,624.5,937.2
2007-01-16,18810.79,63.13,625.15,936.0
2007-01-15,18873.92,362.14,625.38,938.8
2007-01-12,18511.78,97.07,612.4,940.3
2007-01-11,18414.71,63.89,609.9,939.2
2007-01-10,18478.6,11.25,612.8,938.0
2007-01-09,18489.85,91.87,612.65,938.8
2007-01-08,18397.98,360.15,609.8,938.5
2007-01-05,18758.13,80.53,624.4,934.5
2007-01-04,18838.66,225.34,629.1,931.5
2007-01-03,19064.0,19.92,640.2,926.3
2007-01-02,19044.08,122.83,639.88,925.8
2006-12-29,18921.25,146.82,633.9,928.5
2006-12-28,18774.43,42.79,628.1,929.8
2006-12-27,18731.64,51.85,626.06,930.7
2006-12-26,18679.79,194.28,624.8,930.0
2006-12-22,18485.51,32.21,619.3,928.5
2006-12-21,18517.72,26.63,621.05,927.5
2006-12-20,18544.35,34.99,622.95,926.0
2006-12-19,18509.36,75.11,616.45,934.0
2006-12-18,18434.25,163.93,618.25,927.5
2006-12-15,18598.18,7.78,626.45,923.5
2006-12-14,18605.96,72.34,628.55,920.8
2006-12-13,18678.3,41.16,629.63,922.8
2006-12-12,18719.46,4.38,630.88,923.0
2006-12-11,18715.08,12.12,628.55,926.2
2006-12-08,18727.2,179.31,632.85,920.5
2006-12-07,18547.89,303.57,631.25,914.0
2006-12-06,18851.46,284.03,639.55,916.9
2006-12-05,19135.49,160.41,644.2,924.0
2006-12-04,19295.9,41.59,646.8,928.0
2006-12-01,19337.49,288.43,646.8,930.0
2006-11-30,19049.06,75.62,637.7,929.2
2006-11-29,19124.68,50.66,639.2,930.7
2006-11-28,19175.34,0.9,640.0,932.0
2006-11-27,19174.44,214.16,641.0,930.5
2006-11-24,18960.28,125.8,633.5,931.0
2006-11-23,18834.48,20.63,629.5,930.7
2006-11-22,18855.11,109.02,628.3,933.5
2006-11-21,18746.09,9.1,623.2,935.7
2006-11-20,18755.19,105.99,623.3,936.0
2006-11-17,18649.2,143.98,617.8,939.0
2006-11-16,18793.18,67.09,622.9,938.5
2006-11-15,18860.27,85.04,623.0,941.7
2006-11-14,18775.23,227.45,623.3,937.0
2006-11-13,19002.68,28.54,632.0,935.3
2006-11-10,19031.22,397.57,633.63,934.3
2006-11-09,18633.65,200.77,618.6,937.0
2006-11-08,18834.42,39.97,625.6,936.5
2006-11-07,18874.39,134.84,625.39,938.8
2006-11-06,19009.23,213.76,626.39,944.0
2006-11-03,18795.47,241.74,623.64,937.5
2006-11-02,18553.73,192.93,615.29,938.0
2006-11-01,18360.8,0.0,607.79,939.7
